Moses Eugene Malone,23/03/1955,Petersburg,VA
Vernon Earl Monroe,21/11/1944,Philadelphia,PA
William Lamont Strothers,10/05/1968,Nansemond Co.,VA
James Bernett Chones,30/11/1949,Racine,WI
Kevinn Pinkney,12/12/1979,Colton,CA
Lloyd Daniels,04/09/1967,Brooklyn,NY
Walter Budko,30/06/1925,Brooklyn,NY
Gregory Keith Monroe,04/06/1990,Harvey,LA
Dane Lee Suttle,09/08/1961,Los Angeles,CA
Allan Ray,17/06/1984,Bronx,NY
Byron Antom Scott,28/03/1961,Ogden,UT
Jeffrey Reed Judkins,23/03/1956,Salt Lake City,UT
Andrew Bynum,28/10/1987,Plainsboro,NJ
James Hubert Farmer,23/09/1964,Dothan,AL
Gregory Clinton Foster,03/10/1968,Oakland,CA
James Marshall Hawkins,03/08/1924,Huntington,WV
Sean James Lampley,03/09/1979,Harvey,IL
Lancaster Gordon,24/06/1962,Jackson,MS
Jackie Butler,10/03/1985,McComb,MS
Vakeaton Quamar Wafer,21/07/1985,Homer,LA
Duane W. Thoren,05/04/1943,Rockford,IL
Isaac Edward Austin,18/08/1969,Gridley,CA
Ricky Wayne Blanton,21/04/1966,Miami,FL
Thomas Dwight Eddleman,27/12/1922,Centralia,IL,01/08/2001
Thomas Earl Gardner,08/02/1985,Portland,OR
Jermaine Jackson,07/06/1976,Detroit,MI
Vincent Grady O'Malley,25/04/1948,Boston,MA
Gregory Ballard,29/01/1955,Los Angeles,CA
Adolph Schayes,19/05/1928,New York,NY
Timothy Joseph Kempton,25/01/1964,Jamaica,NY
Todd Mundt,17/05/1970,Iowa City,IA
Hyland DeAndre Jordan,21/07/1988,Houston,TX
Wayne A. Hightower,14/01/1940,Philadelphia,PA,18/04/2002
Clarence Eugene Carter,11/06/1958,Springfield,OH
Kenneth L. Oberbruner,05/10/1918,Ashland,WI,06/09/1991
David Vaughn,23/03/1973,Tulsa,OK
David Vaughn,04/06/1952,Nashville,TN
Quence Donell Taylor,26/07/1982,Washington,DC
Jay Dennis Murphy,26/06/1962,Meriden,CT
Horace Junior Grant,04/07/1965,Augusta,GA
Donald John May,03/01/1946,Dayton,OH
Eddie Lee Phillips,29/09/1961,Birmingham,AL
LaMark Anthony Baker,11/11/1969,Dayton,OH
Othella Harrington,31/01/1974,Jackson,MS
Billy L. Shepherd,18/11/1949,Bedford,IN
Rowland G. Garrett,16/07/1950,Canton,MS
Norman Ellard Nixon,11/10/1955,Macon,GA
Jack L. Coleman,23/05/1924,Burgin,KY,08/12/1997
Forrest David Walton McKenzie,16/02/1963,Camden,NJ
Gerald Damon Glass,12/11/1967,Greenwood,MS
Udonis Johneal Haslem,09/06/1980,Miami,FL
Ronald Carter,31/08/1956,Pittsburgh,PA
Stanley Corvet Roberts,07/02/1970,Hopkins,SC
Pierre Angelo Russell,13/12/1949,Kansas City,KS,12/06/1995
John Howard Getty Johnson,18/10/1947,Carthage,MS
Joe Marcus Johnson,29/07/1981,Little Rock,AR
Marc Anthony Jackson,06/01/1975,Philadelphia,PA
Mark A. Jackson,01/04/1965,Brooklyn,NY
John William Rennicke,11/08/1929,Aurora,IL,09/12/2007
Kenneth Cornelius Thomas,25/07/1977,Atlanta,GA
Jimmy Butler,14/09/1989,Houston,TX
Willis Bennett,04/08/1943,Lakewood,NJ
Christopher Emmanuel Paul,06/05/1985,Winston-Salem,NC
Morris Peterson,26/08/1977,Flint,MI
Lance Thomas,24/04/1988,Brooklyn,NY
Dedric Demond Willoughby,27/05/1974,New Orleans,LA
Qyntel Deon Woods,16/02/1981,Memphis,TN
Patrick Fitzgerald O'Bryant,20/06/1986,Oskaloosa,IA
Alton Ford,29/05/1981,Houston,TX
Earl Cureton,03/09/1957,Detroit,MI
Alphonso Gene Ford,31/10/1971,Greenwood,MS,04/09/2004
Elmore Smith,09/05/1949,Macon,GA
Scott E. Meents,04/01/1964,Kankakee,IL
Lewis Brown,19/02/1955,Los Angeles,CA,14/09/2011
John Melvin Thurston,16/01/1919,Lockport,NY,08/10/1997
Anthony Jerome Roberts,15/04/1955,Chattanooga,TN,29/03/1997
Anthony Roberson,14/02/1983,Saginaw,MI
Tamar Ulysses Slay,02/04/1980,Beckley,WV
Thomas S. Garrick,07/07/1966,West Warwick,RI
Steven Bernard Sheppard,21/03/1954,New York,NY
Bailey E. Howell,20/01/1937,Middleton,TN
Stanley Dwayne Brundy,13/11/1967,New Orleans,LA
Oliver Harold Taylor,07/03/1947,New York,NY
Dudley Leroy Bradley,19/03/1957,Baltimore,MD
Robert B. Rascoe,22/07/1940,Trigg County,KY
Dean Oliver,05/11/1978,Quincy,IL
Brian Eugene Howard,19/10/1967,Winston-Salem,NC
Bernard Gregory Robinson,26/12/1980,Washington,DC
Roderick William McDonald,09/04/1945,Jacksonville,FL
Sidney Hertzberg,29/07/1922,Brooklyn,NY,25/07/2005
Brendan Todd Haywood,11/11/1979,New York,NY
Roger Phillip Mason,10/09/1980,Washington,DC
Harry Laurie,02/11/1944,Jersey City,NJ
Derek Lamar Fisher,09/08/1974,Little Rock,AR
Matthew Alexander Aitch,21/09/1944,St. Louis,MO,04/04/2007
Kevin Joseph Aloysius Connors,10/04/1921,Brooklyn,NY,10/11/1992
Terence Darea Morris,11/01/1979,Frederick,MD
Kenneth Stephen Dennard,18/10/1958,King,NC
Richard W. Knostman,09/08/1931,Wamego,KS
Emil Sotnyk,21/08/1921,Ford City,PA,02/07/2004
Loyd Harold King,29/05/1949,Asheville,NC
William Henry Mayfield,17/10/1957,Detroit,MI
Quincy Douby,16/05/1984,Brooklyn,NY
Raymond G. Feher,19/05/1954,Flint,MI
Robert Alexander Greacen,15/09/1947,Merchantville,NJ
Maurice Williams,19/12/1982,Jackson,MS
Marvin Gaye Williams,19/06/1986,Bremerton,WA
Marcus Darell Williams,03/12/1985,Los Angeles,CA
Marcus Eliot Williams,18/11/1986,Seattle,WA
Albert L. Skinner,16/06/1952,Mount Vernon,NY
Duane Ferrell,28/02/1965,Baltimore,MD
Charles Oakley,18/12/1963,Cleveland,OH
Archie L. Clark,15/07/1941,Conway,AR
Michael Anthony Mitchell,01/01/1956,Atlanta,GA,09/06/2011
Cuonzo LaMar Martin,23/09/1971,St. Louis,MO
God Shammgod,29/04/1976,New York,NY
Kendall Mayfield,11/05/1948,Chicago,IL
George Matthew Karl,12/05/1951,Penn Hills,PA
Matthew Zunic,19/12/1919,Renton,PA,15/12/2006
Douglas Edwards,21/01/1971,Miami,FL
Mark Robert McNamara,08/06/1959,San Jose,CA
Jerome D. Henderson,05/10/1959,Los Angeles,CA
Emery Price Brookfield,11/05/1920,Floydada,TX,17/04/2006
Jamaal Tinsley,28/02/1978,Brooklyn,NY
Jerome Keith James,17/11/1975,Tampa,FL
Mario Marcell Bennett,01/08/1973,Denton,TX
Courtney Lee,03/10/1985,Indianapolis,IN
Ennis Whatley,11/08/1962,Birmingham,AL
John Arec Gianelli,10/06/1950,Stockton,CA
Paul Lamar Dawkins,10/06/1957,Saginaw,MI
Franklin Delano Edwards,02/02/1959,New York,NY
Jerry W. Baskerville,10/11/1951,Philadelphia,PA
Renaldo Balkman,14/07/1984,Staten Island,NY
Jahidi White,19/02/1976,St. Louis,MO
Donald R. Kojis,15/01/1939,Milwaukee,WI
Paul Birch,04/01/1910,Homestead,PA,05/06/1982
James William White,21/10/1982,Washington,DC
Gani Oladimeji Lawal,07/11/1988,College Park,GA
Ariel Leishman Maughan,26/04/1923,Salt Lake City,UT,04/08/1997
Jewell I. Young,18/01/1913,Hedrick,IN,16/04/2003
Jesse L. Dark,02/09/1951,Richmond,VA
Albert Mazza,06/02/1922,Clarksburg,WV,12/09/2008
Maceo Demond Baston,29/05/1975,Corsicana,TX
Neal Eugene Walk,29/07/1948,Cleveland,OH
Rodney Strickland,11/07/1966,Bronx,NY
Roger W. Strickland,04/09/1940,Jacksonville,FL,09/02/2011
Adrian Darnell Griffin,04/07/1974,Wichita,KS
Keith Russell Jennings,02/11/1968,Culpepper,VA
Joseph Washington Bryant,19/10/1954,Philadelphia,PA
James Riley Brogan,24/02/1958,Ardmore,PA
Bronta Laron Profit,05/08/1977,Charleston,SC
Carlton B. McKinney,21/10/1964,San Diego,CA
Dwight W. Morrison,26/04/1932,Walla Walla,WA
Coulby Gunther,05/02/1923,New York,NY,14/07/2005
Ernest Brown,17/05/1979,Bronx,NY
Alfred McGuire,10/07/1951,New York,NY
Alfred James McGuire,07/09/1928,New York,NY,26/01/2001
John O. Oldham,22/06/1923,Beaver Dam,KY
A. William Haarlow,05/05/1913,Chicago,IL,21/11/2003
Lucian Cary Whitaker,29/08/1930,Sarasota,FL
J. Collis Jones,03/07/1949,Washington,DC
Dick Cunningham,11/07/1946,Canton,OH
Eric Dawson,07/07/1984,San Antonio,TX
Daniel Raymond McClintock,19/04/1977,Fountain Valley,CA
Jeremy Terrell Richardson,11/02/1983,Allentown,PA
Robert Aaron Williams,05/05/1961,Houston,TX
William C. Smith,26/10/1953,Las Vegas,NV
Robert Joseph Feerick,02/01/1920,San Francisco,CA,08/06/1976
Ronald Robert Williams,24/09/1944,Weirton,WV,04/04/2004
Ralph E. O'Brien,08/04/1928,Henshaw,KY
Andrew Joseph Levane,11/04/1920,Brooklyn,NY,30/04/2012
Robert E. Lloyd,03/01/1946,Upper Darby,PA
Dwight E. Davis,28/10/1949,Houston,TX
Everette Louis Stephens,21/10/1966,Evanston,IL
Edward Richard Basden,15/02/1983,New York,NY
Michael Scott Doleac,15/06/1977,San Antonio,TX
Chris Porter,09/05/1978,Abbeville,AL
William T. Smith,22/04/1911,Montgomery,AL,14/03/1992
John David Jamerson,13/08/1967,Clarksburg,WV
Richard C. Clark,05/01/1944,Findley,OH,04/09/1988
Maurice Stokes,17/06/1933,Pittsburgh,PA,06/04/1970
Robert J. Riley,06/07/1948,Columbus,OH
Trevor Winter,07/01/1974,Slayton,MN
Samuel Elwood Stith,22/07/1937,Greenville Co.,VA
Ronnie L. Valentine,27/11/1957,Norfolk,VA
Norman E. Stewart,20/01/1935,Leonard,MO
Glenn Kassabin Hagan,25/06/1955,Sanford,FL
Earl Joseph Watson,12/06/1979,Kansas City,KS
Charles Warnell Bradley,16/05/1959,Havre De Grace,MD
Marion Odicca Spears,26/06/1925,Scottsville,KY,28/03/1985
Kyle Elliot Korver,17/03/1981,Lakewood,CA
Leonard Earl Gray,19/12/1951,Kansas City,KS,13/06/2006
Maurice De Shawn Taylor,30/10/1976,Detroit,MI
Charles Salim Stoudamire,11/10/1982,Portland,OR
Michael Edward Curry,22/08/1968,Anniston,AL
Gaylon Harrel Nickerson,05/02/1969,Osceola,AR
John Harding Lucas,21/11/1982,Washington,DC
John Harding Lucas,31/10/1953,Durham,NC
Carmelo Kyam Anthony,29/05/1984,Brooklyn,NY
Claude Lewis Terry,12/01/1950,Salida,CA
Charlie Ward,12/10/1970,Thomasville,GA
Robert Lee Wilkerson,15/08/1954,Anderson,IN
Wilbert Jones,27/02/1947,McGehee,AR
Donald Vernon Carlson,22/03/1919,,MN,16/10/2004
Renaldo Major,07/05/1982,Chicago,IL
Steven J. Patterson,24/06/1948,Riverside,CA,28/07/2004
William Severlyn Hewitt,08/08/1944,Cambridge,MA
Leo Anthony Klier,21/05/1923,Washington,IN,04/06/2005
DeShawn Stevenson,03/04/1981,Fresno,CA
Donald Arvid Nelson,15/05/1940,Muskegon,MI
Charles E. Sitton,03/07/1962,McMinnville,OR
Kermit Alan Washington,17/09/1951,Washington,DC
Donald L. Adams,27/11/1947,Atlanta,GA
Theodore Edwards,31/10/1965,Washington,DC
John Joseph McMahon,03/12/1928,Brooklyn,NY,11/06/1989
Oscar B. Schectman,30/03/1919,New Brunswick,NJ
Eugene Kennedy,23/08/1949,Charlotte,SC
Daniel James Gerard,27/07/1953,Uniontown,PA
Albert R. Ingerman,04/12/1925,Philadelphia,PA,05/04/2010
Daniel King,07/01/1931,Paris,TN
Jamaal Abdul-Lateef Wilkes,02/05/1953,Berkeley,CA
Reggie Lacefield,10/04/1945,Gary,IN
James Robert Wilkes,12/03/1958,Nashville,TN
Charles E. Gilmur,13/08/1922,Seattle,WA,13/01/2011
Daniel David Dickau,16/09/1978,Portland,OR
Edward Horst Leede,17/07/1927,New York,NY
Derrek Dickey,20/03/1951,Cincinnati,OH,25/06/2002
George Lewis Radovich,05/05/1929,Crosby,WY,18/06/2004
Michael Davis,02/08/1956,Jacksonville,FL
Brian K. Shaw,22/03/1966,Oakland,CA
Edward J. Davis,16/06/1950,Rochester,PA
Michael A. Davis,26/07/1946,Brooklyn,NY
Byron Dean Tolson,25/11/1951,Kansas City,KS
Landry Fields,27/06/1988,Long Beach,CA
Gregory Kevin Kimble,09/04/1966,Philadelphia,PA
John G. Hewson,07/09/1924,Waldwick,NJ
Darrell Eugene Elston,15/08/1952,Tipton,IN
Monta Ellis,26/10/1985,Jackson,MS
James Scott Eakins,24/05/1946,Sacramento,CA
Louis Dehner,29/08/1914,Lincoln,IL
Timothy Eugene Legler,26/12/1966,Washington,DC
Paul Edward Nolen,03/09/1929,Alvarado,TX,07/05/2009
Robert Jerry Lanier,10/09/1948,Buffalo,NY
Jerome Lane,04/12/1966,Akron,OH
Mark Jeffrey Radford,05/07/1959,Tacoma,WA
Keith Andre Edmonson,28/09/1960,Gulfport,MS
Ricky Alan Berry,06/10/1964,Lansing,MI,14/08/1989
Tywon Ronnell Lawson,03/11/1987,Clinton,MD
Arnold D. Risen,09/10/1924,Williamstown,KY
Earl Francis Lloyd,03/04/1928,Alexandria,VA
Edward Joseph Biedenbach,12/08/1945,Pittsburgh,PA
Robert W. Martin,07/10/1969,Minneapolis,MN
Scott David Burrell,12/01/1971,New Haven,CT
Mark Giles Davis,08/06/1963,Chesapeake,VA
Mark Anthony Davis,26/04/1973,Thibodaux,LA
Josh Powell,05/12/1983,Charleston,SC
Robert Karl Kurz,05/03/1985,Philadelphia,PA
Stephon Xzavior Marbury,20/02/1977,Brooklyn,NY
Chauncey Ray Billups,25/09/1976,Denver,CO
Steven Dwayne Burtt,05/11/1962,New York,NY
Eugene M. Scholz,28/09/1917,Columbus,OH,09/03/2005
Jamario Raman Moon,13/06/1980,Goodwater,AL
Jerome Beasley,17/05/1980,Compton,CA
Gary Francis Leonard,16/02/1967,Belleville,IL
John Houston Stockton,26/03/1962,Spokane,WA
Melvin L. Gibson,30/12/1940,Cordova,NC
Alan Seiden,01/05/1937,Brooklyn,NY,03/05/2008
Darryl Eugene Strawberry,15/06/1985,New York,NY
Anthony Jordan Price,07/10/1986,Orange,NJ
Eric Walfred Anderson,26/05/1970,Chicago,IL
Jason Keema Hart,29/04/1978,Los Angeles,CA
Bennie Samuel Swain,16/12/1930,Talladega,AL,19/06/2008
Albert Jay English,11/07/1967,Wilmington,DE
James Edward Baechtold,09/12/1927,McKeesport,PA,29/08/2011
Victor Joe Alexander,31/08/1969,Detroit,MI
Phillip Damone Bond,27/07/1954,Louisville,KY
Derrick Allen Mahorn,21/09/1958,Hartford,CT
Ronnie Lester,01/01/1959,Canton,MS
David William Cowens,25/10/1948,Newport,KY
Alfonso Johnson,03/01/1964,Birmingham,AL
Tom Sewell,11/03/1962,Pensacola,FL
Larry Wayne Micheaux,24/03/1960,Houston,TX
Arthur Donnell Long,01/10/1973,Rochester,NY
Michael Lamont James,23/06/1975,Amityville,NY
Charles H. Parsley,13/10/1925,London,KY,01/10/1997
Thomas F. Boerwinkle,23/08/1945,Cleveland,OH
Grant Lester Dunlap,20/12/1923,Stockton,CA
Jeff Curtis Pendergraph,29/04/1987,Etiwanda,CA
Carl Edmond Fuller,10/01/1946,St. Augustine,FL
Zendon Hamilton,29/04/1975,Queens,NY
Steven Hanson Blake,26/02/1980,Hollywood,FL
Geoffrey Angier Huston,08/11/1957,Brooklyn,NY
Ramon Sessions,11/04/1986,Myrtle Beach,SC
Scott Christopher Williams,21/03/1968,Hacienda Heights,CA
Anthony Bonner,08/06/1968,St. Louis,MO
Robert Glenn McCann,22/04/1964,Morristown,NJ,01/07/2011
Frank Oleynick,20/02/1955,Bridgeport,CT
Dale E. Morey,01/12/1918,Martinsville,IN,14/05/2002
Vincent Caldwell Taylor,11/09/1960,Lexington,KY
Larry Joseph Staverman,11/10/1936,Cincinnati,OH,12/07/2007
Robert Santini,17/02/1932,Bronx,NY
Erick Barkley,21/02/1978,Brooklyn,NY
Richard Morrow Groat,04/11/1930,Wilkinsburg,PA
Rudy Carlton Gay,17/08/1986,Baltimore,MD
James Winfred Spruill,26/02/1923,Dublin,TX,08/01/2006
Anthony Lacquise Cook,19/03/1967,Los Angeles,CA
Lonnie Jewel Shelton,19/10/1955,Bakersfield,CA
Henry Williams,28/04/1952,Norristown,PA
Phil Lumpkin,20/12/1951,Dayton,OH,02/11/2009
Cedric Henderson,03/10/1965,Marietta,GA
Cedric Earl Henderson,11/03/1975,Memphis,TN
William Parker,01/06/1981,Newark,NJ
Shawn T. Kemp,26/11/1969,Elkhart,IN
Linton Johnson,13/06/1980,Chicago,IL
Ken Boyd,25/03/1952,Frederick,MD
Nicholas John Collison,26/10/1980,Orange City,IA
Ralph Kaplowitz,18/05/1919,New York,NY,02/02/2009
Jerome Clifton Dyson,01/05/1987,Rockville,MD
Thurl Lee Bailey,07/04/1961,Washington,DC
Todd Douglas Fuller,25/07/1974,Fayetteville,NC
William Bedford,14/12/1963,Memphis,TN
Anthony Ike Fuller,04/09/1958,Detroit,MI
Audie James Norris,18/12/1960,Jackson,MS
Owen Wells,09/12/1950,Providence,RI
Lee G. Huber,06/02/1919,Louisville,KY,22/09/2005
Theodore Maddox,07/06/1981,Compton,CA
Donny E. Marshall,17/07/1972,Detroit,MI
Paul Earl Scranton,30/04/1944,Los Angeles,CA
Gary George Brokaw,11/01/1954,New Brunswick,NJ
A.C. Green,04/10/1963,Portland,OR
Alando Forest Tucker,11/02/1984,Lockport,IL
Walter Ray Allen,20/07/1975,Merced,CA
Albert Ames Tucker,24/02/1943,Dayton,OH,07/05/2001
James Randall Allen,26/01/1965,Milton,FL
Roger A. Kaiser,07/04/1938,Dale,IN
Hersey R. Hawkins,29/09/1966,Chicago,IL
Frank Vernon Ramsey,13/07/1931,Corydon,KY
Cornell Warner,12/08/1948,Jackson,MS
Ronald Gene Anderson,15/10/1958,Chicago,IL
Samuel James Cassell,18/11/1969,Baltimore,MD
Gerald Jermaine Wallace,23/07/1982,Sylacauga,AL
Charles Anton Smith,14/06/1968,Wauwatosa,WI
Anfernee Deon Hardaway,18/07/1971,Memphis,TN
Robert Fitzgerald,14/03/1923,Queens,NY
Edward A. Sadowski,11/07/1915,Bloomfield,NJ,18/09/1990
Kevin Burleson,09/04/1979,Seattle,WA
Paul Theron Silas,12/07/1943,Prescott,AZ
Michael J. Lewis,18/03/1946,Missoula,MT
Michael Harris,15/06/1983,Hillsboro,TX
John Novotny,29/01/1918,Braddock,PA,14/07/2006
Joe C. Meriweather,26/10/1953,Phenix City,AL
Vonteego Marfeek Cummings,29/02/1976,Thomson,GA
George Lehmann,01/05/1942,Riverside,NJ
Robert Eric Williams,23/07/1963,Harbor City,CA
Wilbert Kautz,07/09/1915,Chicago,IL
Thomas F.X. Smith,05/07/1927,Jersey City,NJ
Kelvin T. Cato,26/08/1974,Atlanta,GA
Reginald Johnson,25/06/1957,Atlanta,GA
Anthony Eugene Peeler,25/11/1969,Kansas City,MO
Donald James MacLean,16/01/1970,Palo Alto,CA
John B. Tresvant,06/11/1939,Washington,DC
Samuel C. Barnard,28/12/1937,Oshkosh,WI,23/05/2003
Carey Scurry,04/12/1962,Brooklyn,NY
Randall W. Breuer,11/10/1960,Lake City,MN
Jeffery Trepagnier,11/07/1979,Los Angeles,CA
Garland M. Head,16/10/1921,Clovis,NM,13/03/1991
Bobby Ray Phills,20/12/1969,Baton Rouge,LA,12/01/2000
Derrick Wayne McKey,10/10/1966,Meridian,MS
Earl Joseph Evans,11/11/1955,Port Arthur,TX
Davage Minor,23/02/1922,,MO,14/03/1998
Tommy Loren Burleson,24/02/1952,Crossnore,NC
Richard G. Shrider,07/02/1923,Glenford,OH
Lloyd Dove,16/08/1945,Brooklyn,NY,14/02/1983
Kelvin Ransey,03/05/1958,Toledo,OH
Kim Galen Hughes,04/06/1952,Freeport,IL
Willie Iverson,08/10/1945,Detroit,MI
Enoch Eli Olsen,25/07/1940,Gary,IN
Sidney Alvin Moncrief,21/09/1957,Little Rock,AR
Trey Gilder,24/01/1985,Dallas,TX
Melvin Sanders,03/01/1981,Pine Bluff,AR
Jacob Bornheimer,29/06/1927,New Brunswick,NJ,10/09/1986
Ronnie Leroy Horn,24/05/1938,Marion,IN,05/10/2002
Dyron Patrick Nix,11/02/1967,Meridian,MS
Christopher Zane Kaman,28/04/1982,Grand Rapids,MI
Marvin Rottner,23/03/1919,Chicago,IL,21/09/2011
Michael Brown,19/07/1963,Newark,NJ
Walter Jones Bellamy,24/07/1939,New Bern,NC
Jeff Adrien,10/02/1986,Brookline,MA
Donald Eugene Conley,10/11/1930,Muskogee,OK
Steve Absher Hamilton,30/11/1934,Columbia,KY,02/12/1997
Zachary Randolph,16/07/1981,Marion,IN
Michael Lloyd Miller,19/02/1980,Mitchell,SD
Mark Strickland,14/07/1970,Atlanta,GA
James Bostic,28/01/1953,Brooklyn,NY
Jason Williams,10/09/1981,Plainfield,NJ
Ronald Jerome Jones,17/06/1970,Dresden,TN
Brandon Leray Rush,07/07/1985,Kansas City,MO
Jason Chandler Williams,18/11/1975,Belle,WV
William Quinn Buckner,20/08/1954,Phoenix,IL
Jawad Hason Williams,19/02/1983,Cleveland,OH
Anthony Lee Bowie,09/11/1963,Tulsa,OK
Rashard Quovon Lewis,08/08/1979,Pineville,LA
Ralph Adolphus Lewis,28/03/1963,Philadelphia,PA
John M. Green,08/12/1933,Dayton,OH
Patrick Wayne Durham,10/03/1967,Dallas,TX
John T. Malokas,01/08/1916,Cleveland,OH,16/04/2000
Leonard Guy Ford,18/02/1926,Washington,DC,13/03/1972
Dennis Hopson,22/04/1965,Toledo,OH
Paul F. Huston,02/06/1925,Xenia,OH,02/02/1992
Donald Hanrahan,06/02/1929,Chicago,IL,08/02/2010
Jayson Williams,22/02/1968,Ritter,SC
Jonathan Rene Bender,30/01/1981,Picayune,MS
Antonio Robert Daniels,19/03/1975,Columbus,OH
Arthur James Guyton,13/02/1978,Peoria,IL
Bennie J. Clyde,10/06/1951,Albany,GA
Ikechukwa Somotochukwa Diogu,11/09/1983,Buffalo,NY
Kris Nathan Humphries,06/02/1985,Minneapolis,MN
Harold C. Lear,31/01/1935,Philadelphia,PA
Harry Junior Gallatin,26/04/1927,Roxana,IL
William Gambrell Henry,27/12/1924,Dallas,TX
Carlos Deon Rogers,06/02/1971,Detroit,MI
Trevor Fitzgerald Booker,25/11/1987,Newberry,SC
Charles Edward Macauley,22/03/1928,St. Louis,MO,08/11/2011
Tyson Cleotis Chandler,02/10/1982,Hanford,CA
Reginald Wayne Miller,24/08/1965,Riverside,CA
Tracy Lamar McGrady,24/05/1979,Bartow,FL
Chris Childs,20/11/1967,Bakersfield,CA
Joseph Ruklick,03/08/1938,Princeton,IL
Frederick L. Christ,06/08/1930,Glendale,NY
William James Solomon,20/07/1978,Hartford,CT
John Sylvester Newman,28/11/1963,Danville,VA
Elliot Lamonte Perry,28/03/1969,Memphis,TN
Howard K. Komives,09/05/1941,Toledo,OH,22/03/2009
Jerome Anderson,09/10/1953,Mullens,WV,01/08/2009
Pervis Ellison,03/04/1967,Savannah,GA
Ricky Ray Grace,20/08/1967,Dallas,TX
Dick Gibbs,20/12/1948,Ames,IA
Antoine Domonick Wright,06/02/1984,West Covina,CA
Warren Lynn Kidd,09/09/1970,Harpersville,AL
Alex John Groza,07/10/1926,Martins Ferry,OH,21/01/1995
Raleigh C. Owens,12/11/1934,Shreveport,LA
Channing Thomas Frye,17/05/1983,White Plains,NY
Donyell Lamar Marshall,18/05/1973,Reading,PA
William Jennings Reid,10/09/1957,New York,NY
Robert Lewis Boozer,26/04/1937,Omaha,NE,19/05/2012
Darrell Walker,09/03/1961,Chicago,IL
Bison Dele,06/04/1969,Fresno,CA,07/07/2002
Gerald Govan,02/01/1942,Jersey City,NJ
Kevin Francis Joyce,27/06/1951,Bayside,NY
Greg Steven Deane,06/12/1957,Tulare,CA
Jerry Lee Sichting,29/11/1956,Martinsville,IN
Dwayne Kenneth Schintzius,14/10/1968,Brandon,FL,15/04/2012
Delmer Beshore,29/11/1956,Mechanicsburg,PA
Darnell Hillman,29/08/1949,Sacramento,CA
Phillip B. Walker,20/03/1956,Philadelphia,PA
Michael D. Ratliff,07/06/1951,New Albany,MS
Ruben Reiswerg,10/08/1912,Indianapolis,IN,22/03/1998
Bruce Douglas,09/04/1964,Quincy,IL
Kevin Jerome Duckworth,01/04/1964,Harvey,IL,25/08/2008
Philip Chenier,30/10/1950,Berkeley,CA
Mahmoud Abdul-Rauf,09/03/1969,Gulfport,MS
Norman Cook,02/03/1955,Chicago,IL,22/12/2008
Steven Michael Green,04/10/1953,Madison,WI
Rudolph Debnar,09/05/1916,Charleroi,PA
Eugene Lavon Banks,15/05/1959,Philadelphia,PA
Craig Smith,10/11/1983,Inglewood,CA
Devean Jamar George,29/08/1977,Minneapolis,MN
MarShon Scitif Brooks,26/01/1989,Long Branch,NJ
Alex Acker,21/01/1983,Compton,CA
Michael P. Pratt,04/08/1948,Dayton,OH
Carl  Christopher Landry,19/09/1983,Milwaukee,WI
John Kevin Crotty,15/07/1969,Orange,NJ
Clifton Reece Gaines,07/01/1981,Madison,WI
Thomas James Copa,30/10/1964,Robbinsdale,MN
Keith M. Swagerty,30/10/1945,San Jose,CA
John Dewitt Kuester,06/02/1955,Richmond,VA
Stephen Richard Previs,09/02/1950,Bethel Park,PA
Frank Howard Card,28/12/1944,Philadelphia,PA
Mahdi Abdul-Rahman,15/04/1942,Wilmington,DE,18/11/2011
Lorenzen Vern-Gagne Wright,04/11/1975,Memphis,TN,29/07/2010
William Bynum,04/01/1983,Chicago,IL
Lawrence Wright,23/01/1944,Newark,NJ,23/03/2012
Reginald C. Lewis,21/11/1965,Baltimore,MD,27/07/1993
William Roberts,03/03/1925,Fort Wayne,IN
Eric Lloyd Murdock,14/06/1968,Somerville,NJ
John Michael Coker,28/10/1971,Richland,WA
Leonard Robert Rosenbluth,22/01/1933,New York,NY
Paul H. Hogue,28/04/1940,Knoxville,TN,17/08/2009
David Thirdkill,12/04/1960,St. Louis,MO
Patrick Aloysius McFarland,07/12/1951,Willingboro,NJ
Rodney Eugene Monroe,16/04/1968,Baltimore,MD
George Gervin,27/04/1952,Detroit,MI
Charles J. Mencel,21/04/1933,Phillips,WI
Harold Hairston,31/05/1942,Winston-Salem,NC,01/05/2001
Benjamin McDonald,20/07/1962,Torrance,CA
Frederick Terrell Jones,11/03/1979,Malvern,AR
Richard Eugene Garmaker,29/10/1932,Hibbing,MN
Wiley J. Peck,15/09/1957,Montgomery,AL
Fred Brown,07/08/1948,Milwaukee,WI
Garrett David Witts,03/07/1959,Elizabeth,NJ
Troy Devon Bell,10/11/1980,Minneapolis,MN
Archie William Dees,22/02/1936,Ethel,MS
Wayne G. Chapman,15/06/1945,Owensboro,KY
Dennis Mark Wuycik,29/03/1950,Ambridge,PA
Abel Joseph Rodrigues,16/01/1922,San Jose,CA,17/07/2010
Guy William Rodgers,01/09/1935,Philadelphia,PA,19/02/2001
Elvin Ernest Hayes,17/11/1945,Rayville,LA
Martyn Norris,27/07/1973,Washington,DC
Andrew Tyler Hansbrough,03/11/1985,Poplar Bluff,MO
Greg Magado Minor,18/09/1971,Sandersville,GA
Stephen Jesse Jackson,05/04/1978,Houston,TX
Eric Augustus Floyd,06/03/1960,Gastonia,NC
Stanley Leon Jackson,10/10/1970,Tuskegee,AL
